,Energy Entropy Mean,Energy Entropy Max,MFCC Mean 1,MFCC Mean 2,MFCC Mean 3,MFCC Mean 4,MFCC Mean 5,MFCC Mean 6,MFCC Mean 7,MFCC Mean 8,MFCC Mean 9,MFCC Mean 10,MFCC Mean 11,MFCC Mean 12,MFCC Mean 13,MFCC Std 1,MFCC Std 2,MFCC Std 3,MFCC Std 4,MFCC Std 5,MFCC Std 6,MFCC Std 7,MFCC Std 8,MFCC Std 9,MFCC Std 10,MFCC Std 11,MFCC Std 12,MFCC Std 13,Delta MFCC Mean 1,Delta MFCC Mean 2,Delta MFCC Mean 3,Delta MFCC Mean 4,Delta MFCC Mean 5,Delta MFCC Mean 6,Delta MFCC Mean 7,Delta MFCC Mean 8,Delta MFCC Mean 9,Delta MFCC Mean 10,Delta MFCC Mean 11,Delta MFCC Mean 12,Delta MFCC Mean 13,Delta-Delta MFCC Mean 1,Delta-Delta MFCC Mean 2,Delta-Delta MFCC Mean 3,Delta-Delta MFCC Mean 4,Delta-Delta MFCC Mean 5,Delta-Delta MFCC Mean 6,Delta-Delta MFCC Mean 7,Delta-Delta MFCC Mean 8,Delta-Delta MFCC Mean 9,Delta-Delta MFCC Mean 10,Delta-Delta MFCC Mean 11,Delta-Delta MFCC Mean 12,Delta-Delta MFCC Mean 13,Skewness MFCC 1,Skewness MFCC 2,Skewness MFCC 3,Skewness MFCC 4,Skewness MFCC 5,Skewness MFCC 6,Skewness MFCC 7,Skewness MFCC 8,Skewness MFCC 9,Skewness MFCC 10,Skewness MFCC 11,Skewness MFCC 12,Skewness MFCC 13,Kurtosis MFCC 1,Kurtosis MFCC 2,Kurtosis MFCC 3,Kurtosis MFCC 4,Kurtosis MFCC 5,Kurtosis MFCC 6,Kurtosis MFCC 7,Kurtosis MFCC 8,Kurtosis MFCC 9,Kurtosis MFCC 10,Kurtosis MFCC 11,Kurtosis MFCC 12,Kurtosis MFCC 13,Spectral Entropy Mean,Spectral Centroid Mean,Harmonic Ratio Mean,Chroma Mean,Chroma Std,Spectral Flux Mean,Spectral Flux Std
MFCC Mean 9,-0.12998437003976535,-0.11654766745394504,-0.4162195962307996,-0.5151326992744091,0.6578564438901535,0.6935367531267375,-0.16847417809427867,-0.11461297351017702,0.4473853530281515,0.7603163435870982,1.0,0.43287222474152065,0.029237217889079306,0.128860624513567,0.20964158009534503,-0.4702593792667382,0.4618101628267573,-0.5575445375913808,-0.21485817276821523,-0.11965785117760609,-0.5875476665433251,-0.23007985995476413,-0.600980242366811,-0.5239010033465846,-0.13489676285438074,0.004199824552503865,0.3327556319513413,0.338815848306327,0.3068132876365423,0.5839357384890433,0.22588542342492635,-0.41662138633428686,-0.13507513415649713,-0.16869127224682437,-0.11670687452668146,0.2015621552739416,0.31886301009283363,0.07322620214271237,-0.07939794379366956,0.09647708157631804,0.2794027343833157,0.3901901157407648,-0.05115724309724439,-0.2870651381857597,-0.33917796071832745,0.14317253294359913,0.2124309812783366,0.15003274390090732,0.24095468187502894,0.20386805321254617,0.17060647590857494,0.30384698713194175,0.19447113931444013,0.15433545926956344,0.16977910276266497,0.49349393657243823,-0.4764869770756161,-0.3543914273494216,0.33397753486395526,0.3241095967641114,-0.2634704837964954,-0.5522560142421868,-0.63541528105029,-0.11424037137958407,0.2522811811483224,-0.15098568947638388,-0.04854988786433744,0.17861228707213778,-0.5075722528779566,0.5199009232293736,-0.2223288535456076,0.2996392075887947,0.5152118737702722,-0.06882600837396737,-0.5002441417561349,-0.706191636903741,-0.24599907503315194,-0.40310077602910444,-0.1495577604806111,-0.3063311832082574,-0.33058478773448224,-0.49628746568661836,-0.2838816251988216,0.18326770278250804,0.01957147858220239,-0.14844130476903125,0.26085307803831204
MFCC Mean 10,-0.18356136719247731,0.06841006840253011,0.2732560530369635,0.22730151175969932,-0.045058551010729794,0.05095720298947664,0.4300713531635451,0.32272300716503954,-0.016769690094973477,-0.01494399577101217,0.43287222474152065,1.0,0.658302429331955,0.11563663769610821,-0.05226684354992834,0.18340709161813565,-0.07017494237248345,0.21718988819036059,-0.0029918843665804953,0.20324636594449436,0.14016050473997346,0.07416756584658316,0.042522382471757825,-0.021891561582982055,3.900995239855241e-05,-0.10691480832172272,-0.07506903685777723,-0.042341363667384155,0.21538979756857926,-0.0032287401240319222,-0.2983074126100323,-0.18785523884460278,-0.09379529749784848,-0.2602594066297326,-0.08229478632569748,0.2841012639178083,0.30323730548611333,-0.000667352749529322,-0.11418695312926835,0.002584992072850739,0.10676811221333458,-0.15203214873959486,-0.12980978517435415,-0.059431965191288925,0.13449595374894474,0.0881712963914686,-0.2054262943489596,-0.08402188188971854,0.26553532334791063,0.09289413747375605,-0.06174786280739443,-0.0031584093660713916,0.05324727074894173,0.13160119865909356,0.05176594152640844,-0.24775031563663472,0.09490070567455054,0.09290585955343586,-0.2581603193966535,-0.21422540280075422,-0.17668918650662807,-0.3098630977165562,-0.32276139155668315,-0.37440612562994574,-0.2174813144874469,-0.010750820340547565,-0.16707280220311224,0.05973817661322967,0.20759552192949993,-0.10867421429908355,-0.09362710052776697,-0.03460596399696427,-0.08064376568786125,0.10990080605809543,-0.021604896273230798,-0.08563203525233606,0.043048544551051005,0.04407205746748881,0.16822446246660652,0.09548042513838623,0.21345012240344535,-0.14337213867557327,-0.2082295154482897,0.256807094244656,-0.2693020727673247,0.2269996931297897,0.14953292046897276
MFCC Mean 11,-0.16831152736737032,0.04498020118829796,0.16554132414303258,0.21201958357042539,0.10028655079287586,0.13824946957360992,0.33651447152754593,0.4451929340899931,0.314411374397252,0.06715847402808515,0.029237217889079306,0.658302429331955,1.0,0.686429396109232,0.3238701483851576,0.0358996261351941,0.0476064625832761,0.10638108428694198,-0.07719951914214628,0.12942193474369876,0.13478002142476014,-0.07738798723020124,0.08168371394220704,0.2639256676307297,0.1859070931719955,-0.019282990163854867,-0.0380809844783372,0.043599082428435534,0.3034763081770123,0.08381197148651266,-0.32898696340263395,-0.25842455925221625,-0.004351871515200487,-0.20036412107154214,-0.08920965063469571,0.29870814126252354,0.32042102526850463,0.031824025965557314,-0.0778631272183234,0.04905608358216356,0.12222338116067523,-0.12718674828549004,-0.21938608130301865,-0.08732085973606253,0.011155649875999919,0.10825998602183348,-0.19590153665450075,-0.14433455982674784,0.3070942280224862,0.21350008385316077,-0.04903933697390652,-0.09888816989344093,-0.15087410098345458,-0.05376960529467725,-0.021059439388837264,-0.14673161574841945,0.12269504935176088,0.1907948784068309,-0.17622735447352153,-0.1414050374883921,-0.3668934224084794,-0.4272375631910493,-0.04746623930038845,-0.14556331504838593,-0.42393872476619715,-0.29462088942768255,-0.2840090052154067,0.0014499152877551931,0.15337171243521072,-0.0866124681414414,0.06836165424865309,0.006020519084252825,-0.1620058859025228,0.09433934721073847,-0.19341645736718124,0.03369756599864007,0.10269441344661306,-0.04210465997324588,-0.01357177095060851,0.03247385092485345,-0.11996682493623476,-0.2579608302387674,-0.18402013491397673,0.3064895521993522,-0.31532352899276256,0.19445994885167897,0.10982967910187798
MFCC Mean 12,0.009066892433208091,0.010983387543878391,-0.24617515691148534,-0.15216557385436502,0.44204070185535593,0.44195802611226587,-0.018207586886623533,0.20580346291722829,0.5802736519228313,0.432448778956293,0.128860624513567,0.11563663769610821,0.686429396109232,1.0,0.8263158055623526,-0.3394317245827061,0.3461752835634211,-0.3182684355010718,-0.11805530834415374,-0.048977639839820675,-0.23641073132699075,-0.277161238542152,-0.18538991549438338,0.11930214934799124,0.2510261570849658,0.0379979788647734,0.16297238725138627,0.29179630551344554,0.3487769766699278,0.405144841220435,-0.034219057044115486,-0.3524347416075143,0.01966411327905994,-0.11278035848854472,-0.10958326797054761,0.23137331716898374,0.302760424242687,0.07338880857197633,-0.040358901364140866,0.1371763479297323,0.22581820813715867,0.17698261259854184,-0.16501182720281476,-0.15437752305037755,-0.32036859897441927,0.12108267612616486,0.014827123541102246,-0.04200575962378672,0.2567423036027339,0.268635261717646,0.027964026750833877,-0.03177821118762317,-0.21213137266439974,-0.16021679089244809,-0.04029475221525063,0.262541113159735,-0.09600369534535723,-0.009807337724557878,0.1422364832114803,0.1959246908919363,-0.38943535823388753,-0.516420046045959,-0.1632080053364855,0.11692749847621005,-0.16990892015525985,-0.5160125240696842,-0.41413156215319563,-0.012256387366974566,-0.2183117476521252,0.19967461555845872,0.03750945757479213,0.17328371950205032,0.12081033135087062,0.027381592289119298,-0.4362129286100596,-0.2905726943449134,-0.022071156201585954,-0.2500784110972149,-0.29147603678118,-0.24212828323340435,-0.43531346721918746,-0.3478987774590596,-0.15435329683594282,0.16528130842415795,-0.11368077238880187,-0.09861498865365448,0.03526369280075384
MFCC Mean 13,0.08815404308474661,0.023757071381538417,-0.23751357610397497,-0.15301067379064595,0.3793599406649548,0.38020503410058865,-0.03464620609637661,0.1506533011779675,0.5243730176695443,0.4643745572101477,0.20964158009534503,-0.05226684354992834,0.3238701483851576,0.8263158055623526,1.0,-0.3346438329225332,0.32198451831712005,-0.3083393903069662,-0.024066328438236737,0.015061130150752979,-0.23482426356645061,-0.3325329719387878,-0.22152413749423586,0.04722676862967464,0.3056114117549162,0.12947333765978147,0.15193820174696082,0.30450315264517314,0.29327347761717637,0.37623646532246985,0.0001758541583466144,-0.32268116362191285,0.0014322925577149091,-0.12436200066680045,-0.10737207270857783,0.2182070107331342,0.2761124922531511,0.04445766344284606,-0.033887348211828636,0.19728836931517674,0.29423446280703686,0.16752232484231835,-0.10729456373512979,-0.12583635299559004,-0.33390501466115874,0.09116212063159876,-0.0188484408755529,-0.07500442737003142,0.1631268164188675,0.18702204203941772,0.008492014036268966,-0.014264629605975371,-0.16961995787352888,-0.12676441421092485,-0.10029203813156959,0.24466500180473194,-0.0637736617931282,-0.04855152725937529,0.14576224398916576,0.2303186372628515,-0.32741268756623826,-0.4441846089994912,-0.2573118862838143,0.17359427268118213,0.0825378552193815,-0.42308711917940883,-0.5348408919938662,-0.06687643430948487,-0.21343015251292116,0.16844126673460325,-0.002800938386305989,0.18794290547219294,0.18769717503087752,0.04374750380555136,-0.39720897304299974,-0.3605577907686607,0.001335142808001395,-0.25951998239819585,-0.27287164393330493,-0.27570055975702146,-0.38539781232729825,-0.27401355852051335,-0.11648391012484029,0.029442045424961875,0.008468735385906524,-0.15058263982956333,-0.05137002228533539
MFCC Std 1,-0.12297264548453628,0.16177828369832797,0.7991499936478369,0.7274034406116532,-0.7789868729793017,-0.7447315272469953,0.5557915278074552,0.4029103824833341,-0.48524772323956794,-0.6647546645624585,-0.4702593792667382,0.18340709161813565,0.0358996261351941,-0.3394317245827061,-0.3346438329225332,1.0,-0.32191870721845134,0.8700895174554344,0.3505019802456116,0.41475194861745746,0.765193349910019,0.47173895352269196,0.6013485853606582,0.47413513178486555,0.19875193499310237,-0.046920329230957916,-0.4694615735336663,-0.41840457319485475,-0.10483540087217726,-0.6470998611498837,-0.5185811786369224,0.34794591034594535,0.010194738921001928,-0.06745249944231736,0.06724507658581481,-0.01848749738777142,-0.18961183883845145,-0.19978259207096247,-0.08691858856142648,-0.11203978977668708,-0.23850090249586656,-0.5839458898878812,-0.0525598211932785,0.2119667130709913,0.5118255722401807,-0.08160258351805326,-0.44995472549653387,-0.2901787923417675,-0.10452852966766162,-0.14042632276833147,-0.17642538221222345,-0.259176424689228,-0.10883165046446537,-0.034060057516039785,0.2185405763322027,-0.8318390326689413,0.48976384988762217,0.4533187707597868,-0.5650942676056055,-0.5413391955668105,0.16920318825769978,0.43950628139178083,0.2223129155964921,-0.14060790600980036,-0.22313090761735344,0.37117009179373434,-0.1393959248027042,0.19801226733790722,0.764100379605539,-0.622909413791147,0.1636235341977025,-0.3489087400261271,-0.5114957943660909,0.09547370255033753,0.6583352389480943,0.5815121320918617,0.35703373483108086,0.4737394492171106,0.46599936783611506,0.48611811855685544,0.7767235440193742,0.4646019275588632,0.12946563052759388,-0.02308695954275409,-0.21691503846815055,0.5596947851207261,0.11509564366007496
MFCC Std 2,0.08095174896088948,-0.05907561349864587,-0.549467305718932,-0.6329070158192519,0.6835380843119989,0.6641888031430794,-0.3646731926701107,-0.18806106302583137,0.47597430049197526,0.62118624045628,0.4618101628267573,-0.07017494237248345,0.0476064625832761,0.3461752835634211,0.32198451831712005,-0.32191870721845134,1.0,-0.6381751708865329,-0.11875115218002942,-0.24546627945951655,-0.5439586840727467,-0.16720876967159476,-0.3662763386080526,-0.18782157786346507,0.019072878288732418,0.19915361319750471,0.518733035804889,0.5082682257469784,0.27739357109221874,0.5811460377677709,0.23569141017371914,-0.38796731760069947,-0.04325562631710889,-0.032933630441353966,-0.09979462110041673,0.05585943466486439,0.13916954746429325,0.006589675915833973,-0.10359923278819304,0.030628161139948148,0.17380958950225892,0.4398859523496461,-0.10078648630372117,-0.27287385737287034,-0.3502838652686463,0.2066115142401322,0.36036071109392176,0.17654381795242308,0.24130916899596144,0.364105654619143,0.29708389591443807,0.22334062659724718,-0.013358490307793146,-0.15490311231973436,0.24567021280441376,0.5451663233360639,-0.445635307411293,-0.25439957261800544,0.4453665442914162,0.4092070727649972,-0.17795882172404273,-0.43124497671464235,-0.3066630750632084,0.012514347500903154,-0.05028755664346824,-0.23236596296303583,0.09308738227005706,0.2884534851659811,-0.5438293049998926,0.5170043440423598,-0.02762344790922325,0.31562175063035747,0.42431202387361183,-0.01834666945781254,-0.5770233113917764,-0.48979603320557463,-0.2778376954259974,-0.3926100203367521,-0.3067772610730955,-0.38288737676606877,-0.4711345821323221,-0.28599629239853347,-0.15819328160705523,0.013760228345106304,0.1576702513788239,-0.21350813842344293,0.2445948404803973
MFCC Std 3,-0.20826325659310196,0.12499371857443851,0.8938830882946904,0.92485223583792,-0.9071114518654573,-0.8658082190542687,0.6867920767918942,0.49773152450259434,-0.5077532979100291,-0.7448974963459098,-0.5575445375913808,0.21718988819036059,0.10638108428694198,-0.3182684355010718,-0.3083393903069662,0.8700895174554344,-0.6381751708865329,1.0,0.35863194438109053,0.5077977768879024,0.8534950961368563,0.4421376890444603,0.6388638892949914,0.5424945989807611,0.2224249398694596,-0.07608792693786971,-0.6159483118759858,-0.5620949156788005,-0.12024037613581996,-0.7920204526745571,-0.6303579223086889,0.4108042731808685,0.05227140648430455,-0.03936655756772133,0.10718405778227838,0.026468307053474947,-0.16371296090788737,-0.15573236792793027,-0.02042833185742367,-0.08093395624125985,-0.2514532362549423,-0.6712857200037671,-0.005369128838707386,0.30060728088739813,0.5353647978960042,-0.15448870414982963,-0.59071434178934,-0.3826099505088953,-0.18142709660371065,-0.2341522766499293,-0.2772665459780164,-0.32006291417166455,-0.12561281698537394,0.005900527829724205,-0.14201306047166795,-0.9383093703373305,0.7061700660043585,0.4872216455007238,-0.6950912128990694,-0.6218749603283434,0.16916510033599233,0.48102127792391586,0.3463454331947443,-0.1031611042593548,-0.19107237006489938,0.34497260205520514,-0.18637925057061475,-0.15688405025258823,0.8753659748895257,-0.8264918442842092,0.1559155659722071,-0.4608897809630254,-0.5924030916458943,0.05953237737224643,0.7316095726916437,0.6923295500166341,0.4215472541643958,0.5430293760372588,0.4939670101677315,0.5412938905735603,0.728146849508432,0.3715290625265305,0.14719300654539313,0.057054196762971555,-0.29900686746106436,0.5657434671415539,-0.08453460242402656
MFCC Std 4,0.24899463845622286,0.20355829220868446,0.24125934888322254,0.2920725479828913,-0.4275730986785139,-0.40354412834152065,0.09236831251657322,-0.010192992055290355,-0.29367355644387844,-0.316219584195748,-0.21485817276821523,-0.0029918843665804953,-0.07719951914214628,-0.11805530834415374,-0.024066328438236737,0.3505019802456116,-0.11875115218002942,0.35863194438109053,1.0,0.500782559445979,0.17563639693807823,0.2974333730315709,0.18969447330811015,0.09440049747268624,0.06573829889244501,-0.02774963483975355,-0.12492596954587468,-0.14549068399241152,-0.10971965051629189,-0.32941722424729875,-0.14027560601630937,0.21433178322015276,-0.04605024393053374,-0.09202665514336815,-0.13605951528913537,-0.1326830978857968,-0.03416600256290652,0.07141567716083143,0.04743008611471561,-0.06508771245722854,-0.11281810911133312,-0.03625690514781417,0.204443556567551,0.1223841537394064,0.007189176322249643,-0.37293275392503933,-0.3915340615733434,-0.3511840137685897,-0.2181933918514598,-0.10358477086585328,-0.050009803529610604,-0.07440138379770189,0.03594503533661105,0.03303843938235395,-0.13689678657656126,-0.33106970889013365,0.46786169925763677,0.288895887641069,-0.04226908328824763,-0.11805080401915892,0.18691327102884342,0.30357474248505933,0.09933719882847306,-0.1255131757511429,-0.03277956327597435,0.12483775468691896,-0.0366787528334493,-0.14002454792688285,0.33076121536406966,-0.37612901949213173,0.04111640807105846,-0.08211318919591654,-0.019416957175886127,0.24284605371482673,0.35850680930262957,0.25534876189303557,0.07978928945877474,0.2559518618203636,0.24428785474641712,0.2024073945702404,0.4353583673636179,0.3930802453632523,0.14322005186624703,-0.15074580336227425,0.004956155141739903,-0.028372516420813468,-0.277804211955849
MFCC Std 5,-0.04151134469087177,0.15164713089899884,0.4703892048618705,0.5188473007019533,-0.4537029700349456,-0.42963765153602224,0.41920366916187896,0.3549706445968809,-0.12841598285876374,-0.22250237026878678,-0.11965785117760609,0.20324636594449436,0.12942193474369876,-0.048977639839820675,0.015061130150752979,0.41475194861745746,-0.24546627945951655,0.5077977768879024,0.500782559445979,1.0,0.4265687793174808,0.2828929665503236,0.24774011740096244,0.27857432468699694,0.15880733549607193,-0.09421215415918087,-0.3509860766393661,-0.24726269443444027,0.042325560316737204,-0.3878050297675266,-0.45548107773719076,0.12455183671308481,-0.005393666948299589,-0.16139526992159348,-0.016756394412285505,0.15214584752715254,0.05183423967729737,-0.0848974826570191,0.03018917370837483,0.19769244688255844,0.12019378761207043,-0.3263847273645275,0.06575194642379474,0.14653741645697235,0.14471773671874238,-0.23328380428576093,-0.5715710173377874,-0.45111810755408066,-0.1040816205687901,-0.06393426860819677,-0.15325865437791591,-0.1975939172801676,-0.13041474863722566,0.012553743867009233,-0.1909523251207549,-0.5113865281494415,0.5363757355317597,0.433357250718624,-0.27986563190308666,-0.235595564838093,-0.029944048093910467,0.15912982878323922,0.06339656452330163,0.04071198405438184,0.05081383442727849,0.14713619517447724,-0.2497979742872652,-0.19165228825449304,0.47316122280469625,-0.5298363720773541,0.16973418970476056,-0.18451753251895253,-0.1636125935086794,0.08539965032908131,0.3756831541123033,0.2674336929620747,0.38638021320029886,0.15493965444282445,0.3379103288750765,0.31992338225146705,0.33786727473932127,0.17302024529375337,-0.0038865282215547175,0.02116193419107254,-0.17893680892782457,0.29983652055895355,-0.12313569080748149
MFCC Std 6,-0.18232353582942826,0.12075253721137484,0.7948436839591277,0.7948232883308599,-0.8047331246901681,-0.7661641411089868,0.6507312496097652,0.5356265317122826,-0.3888183900240546,-0.6743495264783095,-0.5875476665433251,0.14016050473997346,0.13478002142476014,-0.23641073132699075,-0.23482426356645061,0.765193349910019,-0.5439586840727467,0.8534950961368563,0.17563639693807823,0.4265687793174808,1.0,0.4451085576854692,0.6831556345989093,0.5813627148705779,0.21385441065503086,-0.09687019411407143,-0.5524869887312013,-0.42789566380791405,-0.12528318810155345,-0.6893643584360425,-0.5678818415982795,0.33061924634934403,0.07978822985034362,0.0014079052444869395,0.11702918827664421,0.01719395960228749,-0.19398562633920566,-0.19863532036043097,-0.04417990633308606,-0.05156407781485788,-0.19542663053350576,-0.6698351750936723,-0.076887860657202,0.23125105416293174,0.5510856241387497,-0.07587440992211915,-0.5245552281803163,-0.35685137124351046,-0.09309245345002573,-0.10637381270358431,-0.1843254176671548,-0.3173381556402103,-0.16285128947370006,-0.020876002750295327,-0.13440740397894885,-0.8261173980819009,0.6231384644407232,0.5443596960402077,-0.6550848388492282,-0.5348947862343517,0.1314827285450088,0.398168574414703,0.3445735130978554,-0.0741677255761729,-0.23114406047885724,0.33630255684908994,-0.16269698187620546,-0.1411661196868583,0.7771539544696355,-0.7286209352722975,0.2494371171832453,-0.35428937367234653,-0.6948115220810211,-0.03273382102472446,0.5869737803366175,0.668705647131557,0.4064934165968308,0.4613257624365004,0.4246042586546819,0.4799684938486418,0.5642102800103482,0.35811963703140137,0.0749994078047387,-0.028279135565568162,-0.20253365892931344,0.514658261620389,-0.05745433913803078
MFCC Std 7,0.10546910905554457,0.10164831536221734,0.30612371480961015,0.3164081106790755,-0.46742738028709924,-0.4338064416715385,0.2373108359803269,0.06283123464325364,-0.4500567382604607,-0.4445500653353464,-0.23007985995476413,0.07416756584658316,-0.07738798723020124,-0.277161238542152,-0.3325329719387878,0.47173895352269196,-0.16720876967159476,0.4421376890444603,0.2974333730315709,0.2828929665503236,0.4451085576854692,1.0,0.3745330741004401,0.12511651103653199,-0.021072372355490865,-0.02176536626427004,-0.14276095054988439,-0.17407307057159527,0.03687984279952089,-0.34321784980305,-0.3095550439810868,0.19974017903699898,-0.046458587404965834,-0.03338006958978751,-0.09085001025333665,-0.1846365337073703,-0.18910921982484508,0.002121163476143387,0.034060795002214435,-0.09417657231234094,-0.23879725404449267,-0.2796957603227624,-0.039072621187783436,0.10175705903704854,0.3195717218166084,0.006568907699158532,-0.2230833363744557,-0.26506236008899603,-0.10110489908344467,0.09205814405214881,0.12574587471591664,-0.018750510421550716,-0.042975798859955,-0.096979683160494,-0.10838089335227741,-0.3885729655541376,0.3604407215778081,0.24159638537713443,-0.2990140741859825,-0.31674421081355214,0.2944704397431308,0.34019700503530065,0.051213711477879016,-0.22489892189614724,-0.13971080339725409,0.2611474296024404,0.15248325984682234,-0.1130766526737446,0.33236533913867183,-0.38542884216493634,0.021576292294918677,-0.2811729677033,-0.2789942991159679,-0.08241724936480224,0.5332162807067747,0.2991848787721832,0.13644701481777546,0.3205251809134507,0.3312449521519709,0.33366537677208113,0.4644790941311603,0.36564160926423395,0.14422040371626074,-0.23050038420964425,0.051675727092521655,0.13382081643137395,-0.14781369821106008
MFCC Std 8,0.013613434930664385,0.16690877918512628,0.602358657974699,0.5850040998682886,-0.7041818031666149,-0.6560004853707959,0.47707470255824674,0.2810852831143207,-0.5361001077681478,-0.717597056884883,-0.600980242366811,0.042522382471757825,0.08168371394220704,-0.18538991549438338,-0.22152413749423586,0.6013485853606582,-0.3662763386080526,0.6388638892949914,0.18969447330811015,0.24774011740096244,0.6831556345989093,0.3745330741004401,1.0,0.6248666309430643,0.0588375143852695,-0.07621038302500896,-0.391573307510333,-0.32572829187100655,-0.2305731465382551,-0.5787489933007396,-0.37717999967287374,0.3205618284541876,0.06100511591791546,0.05382896533537833,0.10697553052367052,-0.09636925396720453,-0.19176866917667523,-0.06456803114822852,0.01908235956609966,-0.18341796561682094,-0.28590362670002434,-0.5461109491880369,-0.13287344124399827,0.1796837311376556,0.46244350071855217,0.012721688236155822,-0.2459564705916955,-0.1282458293585795,-0.08858116780236827,-0.07197089537935493,-0.13866376796468624,-0.29423198913501575,-0.17698562247867797,-0.08956679229253196,-0.12622843870530992,-0.6314479492019007,0.5397706638728598,0.3853895774378913,-0.5570179280455312,-0.37719013194750467,0.22187210713128708,0.4404471564495742,0.34629456689966687,-0.21389234215252093,-0.4304170347763929,0.2609963290404897,-0.028887126920369637,-0.1276659859693433,0.6195719287185415,-0.584596327345288,0.1880666275544499,-0.3764657797469496,-0.541073597150624,0.08415841140376783,0.4749670151592445,0.5727805304646955,0.25414658304362714,0.4910773119725443,0.25510771439818614,0.3044732117933381,0.5202994895039604,0.45963817218043457,0.16934169181276654,-0.10280599510565253,-0.10141737865354036,0.3497286660476489,-0.0848374162402778
MFCC Std 9,-0.2766706695580116,0.02617229552121682,0.6019993436545973,0.5838021473904683,-0.4271097763796515,-0.46573475934308695,0.44280537376588863,0.5255434566663331,-0.047673191377429536,-0.36915158323463804,-0.5239010033465846,-0.021891561582982055,0.2639256676307297,0.11930214934799124,0.04722676862967464,0.47413513178486555,-0.18782157786346507,0.5424945989807611,0.09440049747268624,0.27857432468699694,0.5813627148705779,0.12511651103653199,0.6248666309430643,1.0,0.481211342064246,-0.013333670701536906,-0.3458630856576178,-0.19023210156417836,-0.04103147673013771,-0.39668654378688095,-0.43990542608934735,0.10877007926054272,0.012211653533079965,-0.06757854574334855,0.09311163391796133,0.12577070807454366,-0.05198768444875679,-0.14111948039171004,-0.03988689362255882,-0.048027140816878845,-0.13647998142061404,-0.5011196851178388,-0.16223944903528095,0.046802879560804755,0.3513424633845254,0.018252884526926555,-0.3448108927300153,-0.2275491734156215,0.017754713523431928,0.022569280054790215,-0.11920728926083683,-0.2693443249468428,-0.24260003660044396,-0.1258585305695132,-0.07439207240673182,-0.5125039600517759,0.4937134308165672,0.47946111166775524,-0.3908634413461387,-0.4010523535099984,-0.0711129045766116,0.15560426120467827,0.3817812820917501,0.055974126939602735,-0.32826158064251343,0.09339767248621796,-0.1347740120908676,-0.09205281648155385,0.5087649105515047,-0.528636127681544,0.3621261223521063,-0.19146751522055033,-0.4593116364627514,-0.02439984577330699,0.2264102003476811,0.47248086108315374,0.2259131975830472,0.28765004750417394,0.15685335877077242,0.20782458967652542,0.190904186021973,0.06998537160027586,-0.00849054041776699,0.1755289374755162,-0.2947671209918849,0.5199393981158777,0.07230619930330268
MFCC Std 10,-0.1464967685155442,-0.006813633192828932,0.22534996135593718,0.2525172899116819,-0.09381333974407427,-0.07815613192303364,0.2867352513997241,0.38114334049147486,0.20366901738552562,0.013237822363771364,-0.13489676285438074,3.900995239855241e-05,0.1859070931719955,0.2510261570849658,0.3056114117549162,0.19875193499310237,0.019072878288732418,0.2224249398694596,0.06573829889244501,0.15880733549607193,0.21385441065503086,-0.021072372355490865,0.0588375143852695,0.481211342064246,1.0,0.33410213368572156,-0.10397906976050406,0.05017483787736693,0.08630256386326254,-0.11768226763489996,-0.32900178825253046,-0.06408078672274212,0.05266949032465563,-0.11843230445110776,0.09204765646674912,0.33790088291595444,0.1538476654679091,-0.23164359458966696,-0.2512408165258082,0.12730971443723296,0.21409028661430887,-0.15207367798955224,0.021132738203238563,-0.02445106906924425,0.1210394071116215,0.0334604080324828,-0.3107673057983547,-0.18313230074628092,0.11099924999143419,0.013063352223942535,-0.14777540606724576,-0.12063932459323026,-0.17197391615960655,-0.11699332648233723,-0.05695523084909421,-0.20799669827205713,0.21350512168050217,0.11047629087311665,-0.16324113717289715,-0.11391279503586227,-0.190535972541157,-0.1645441037723494,-0.0938446155578669,0.20565095586715848,0.11487126598320478,-0.10463145948634749,-0.308495465990872,-0.07818441996175546,0.19464271816727027,-0.22389225257686357,0.054534129732022964,-0.0602638804677556,-0.12178618158329142,-0.007882531777701847,-0.030176205032577796,-0.038672136567200234,0.14005011125975703,-0.11771189932580432,-0.041429882112456164,-0.06436188534797734,-0.00032108218429151427,-0.07163950802211337,0.047176139335014244,0.07706063696292942,-0.11751623088647702,0.23793919954634177,0.0113248197481177
